Lot Area,Gr Liv Area,Garage Area,SalePrice,1Fam,2fmCon,Duplex,Twnhs,TwnhsE
10007,1053,312.0,145500,1,0,0,0,0
10721,1252,528.0,142000,1,0,0,0,0
12493,1100,312.0,141000,1,0,0,0,0
11332,1118,264.0,153000,1,0,0,0,0
6627,720,287.0,72500,1,0,0,0,0
4130,729,0.0,52000,1,0,0,0,0
7420,1077,205.0,118000,0,1,0,0,0
4882,906,231.0,87000,1,0,0,0,0
9600,1496,450.0,141500,1,0,0,0,0
9600,1252,288.0,119000,1,0,0,0,0
9600,1337,264.0,141500,1,0,0,0,0
9600,1661,377.0,165500,1,0,0,0,0
7584,1036,312.0,112900,1,0,0,0,0
13700,1820,492.0,201800,1,0,0,0,0
10197,1362,504.0,163000,1,0,0,0,0
7875,1144,456.0,139950,1,0,0,0,0
8400,1537,462.0,174000,1,0,0,0,0
9150,1431,296.0,165000,1,0,0,0,0
14670,1988,480.0,227000,1,0,0,0,0
7390,1098,260.0,135000,1,0,0,0,0
9204,1144,336.0,124000,1,0,0,0,0
7763,1283,506.0,140000,1,0,0,0,0
8856,1176,292.0,136500,1,0,0,0,0
9840,1440,480.0,185000,1,0,0,0,0
9120,1261,433.0,163000,1,0,0,0,0
13200,1570,441.0,166800,1,0,0,0,0
9000,1196,297.0,139000,1,0,0,0,0
11900,1392,458.0,166000,1,0,0,0,0
9464,1080,288.0,136000,1,0,0,0,0
10425,1104,384.0,133000,1,0,0,0,0
11556,882,240.0,116000,1,0,0,0,0
9373,1152,636.0,137500,1,0,0,0,0
12774,950,400.0,130000,1,0,0,0,0
14250,1790,540.0,180000,1,0,0,0,0
7350,952,840.0,139000,1,0,0,0,0
7677,773,240.0,110000,1,0,0,0,0
8838,1764,301.0,100000,1,0,0,0,0
8480,1216,336.0,118500,1,0,0,0,0
12436,1824,484.0,146000,0,0,1,0,0
10122,869,390.0,89900,1,0,0,0,0
7506,1159,288.0,114000,1,0,0,0,0
10930,1558,288.0,140000,1,0,0,0,0
5400,672,308.0,86900,1,0,0,0,0
10836,1436,1488.0,139000,1,0,0,0,0
10800,1294,0.0,106250,0,1,0,0,0
9247,1716,490.0,171000,1,0,0,0,0
10180,1044,372.0,139000,1,0,0,0,0
11355,1312,495.0,186000,1,0,0,0,0
10920,1253,352.0,157000,1,0,0,0,0
12929,1081,401.0,148000,1,0,0,0,0
27650,2069,505.0,242000,1,0,0,0,0
8892,910,414.0,116000,1,0,0,0,0
7200,876,576.0,94000,1,0,0,0,0
7200,1048,420.0,98300,1,0,0,0,0
7910,1507,404.0,127000,1,0,0,0,0
8000,1256,311.0,159000,1,0,0,0,0
8000,1027,299.0,125900,1,0,0,0,0
7931,1269,308.0,155000,1,0,0,0,0
8064,1320,576.0,138000,1,0,0,0,0
6390,984,280.0,112500,1,0,0,0,0
7227,832,528.0,105500,1,0,0,0,0
7200,1278,240.0,127500,1,0,0,0,0
8513,1800,0.0,130000,0,0,1,0,0
7200,1588,480.0,150000,1,0,0,0,0
7200,825,350.0,109500,1,0,0,0,0
7056,1796,483.0,140000,1,0,0,0,0
9760,1611,442.0,167900,1,0,0,0,0
7590,1117,264.0,136870,1,0,0,0,0
9836,1133,308.0,143000,1,0,0,0,0
5232,764,504.0,73000,1,0,0,0,0
10440,1539,686.0,157500,1,0,0,0,0
9184,1323,400.0,122600,1,0,0,0,0
4800,1360,330.0,111000,1,0,0,0,0
10440,2792,520.0,256000,1,0,0,0,0
4800,672,256.0,64000,1,0,0,0,0
6000,1456,308.0,139500,1,0,0,0,0
11426,1594,0.0,118000,0,1,0,0,0
11426,2082,484.0,200000,1,0,0,0,0
7628,1656,440.0,119164,1,0,0,0,0
7308,1740,225.0,122250,1,0,0,0,0
5400,1027,0.0,120000,1,0,0,0,0
10800,1436,828.0,155000,0,1,0,0,0
6756,899,200.0,78000,1,0,0,0,0
5914,1080,0.0,95000,1,0,0,0,0
6000,789,250.0,115000,1,0,0,0,0
12000,1122,528.0,147000,1,0,0,0,0
9000,1499,869.0,140000,1,0,0,0,0
7311,407,297.0,46500,1,0,0,0,0
6000,928,288.0,112500,1,0,0,0,0
6000,901,281.0,107900,1,0,0,0,0
12205,1588,0.0,65000,1,0,0,0,0
18386,3493,870.0,295000,1,0,0,0,0
9142,1627,420.0,139500,0,1,0,0,0
12665,1416,720.0,153900,1,0,0,0,0
5350,1450,288.0,132000,1,0,0,0,0
4571,1344,513.0,98000,1,0,0,0,0
9143,1017,308.0,114000,1,0,0,0,0
9600,2350,393.0,130000,0,1,0,0,0
9600,2058,396.0,129500,1,0,0,0,0
6000,1540,0.0,129400,1,0,0,0,0
9600,1378,360.0,161000,1,0,0,0,0
10800,1912,672.0,163000,0,1,0,0,0
6300,1484,0.0,128000,1,0,0,0,0
5250,2358,0.0,122000,1,0,0,0,0
5700,1111,288.0,116900,1,0,0,0,0
13500,2775,880.0,325000,1,0,0,0,0
11340,1086,400.0,55000,1,0,0,0,0
10800,2495,342.0,184000,1,0,0,0,0
9750,984,308.0,110000,1,0,0,0,0
12150,1795,352.0,131500,1,0,0,0,0
12702,882,308.0,97000,1,0,0,0,0
8516,1093,308.0,115500,1,0,0,0,0
7111,1143,288.0,138000,1,0,0,0,0
7425,1668,252.0,108000,1,0,0,0,0
9100,935,308.0,79500,1,0,0,0,0
7010,1738,240.0,153000,1,0,0,0,0
6130,784,0.0,109500,1,0,0,0,0
5000,1210,240.0,124000,1,0,0,0,0
5870,1290,200.0,106900,1,0,0,0,0
6000,1672,240.0,164900,1,0,0,0,0
6000,949,370.0,119000,1,0,0,0,0
6000,1158,208.0,120000,1,0,0,0,0
6000,1497,672.0,157000,1,0,0,0,0
6000,1342,240.0,105000,1,0,0,0,0
5000,1013,160.0,113000,1,0,0,0,0
5520,1216,355.0,115000,1,0,0,0,0
5940,896,280.0,79000,1,0,0,0,0
6240,1136,336.0,123000,1,0,0,0,0
6120,808,164.0,81300,1,0,0,0,0
6240,1573,360.0,162900,1,0,0,0,0
6240,2009,400.0,150000,1,0,0,0,0
6120,1902,576.0,123500,1,0,0,0,0
6120,1774,468.0,129900,1,0,0,0,0
6155,1362,502.0,128000,1,0,0,0,0
6324,520,240.0,68500,1,0,0,0,0
8635,1285,240.0,127000,1,0,0,0,0
13053,1848,370.0,207000,1,0,0,0,0
9120,1820,240.0,184000,1,0,0,0,0
9144,1716,672.0,162500,1,0,0,0,0
9144,1505,240.0,145000,1,0,0,0,0
10267,838,275.0,130000,1,0,0,0,0
8094,1984,360.0,160000,0,1,0,0,0
5100,1666,228.0,161000,1,0,0,0,0
4347,1609,228.0,127500,1,0,0,0,0
6291,768,440.0,93850,1,0,0,0,0
10266,1536,308.0,136000,1,0,0,0,0
6876,1969,400.0,141000,1,0,0,0,0
10320,1308,400.0,120000,1,0,0,0,0
7200,1040,320.0,127500,1,0,0,0,0
7006,1236,384.0,127000,1,0,0,0,0
7920,1406,0.0,89500,1,0,0,0,0
8235,825,720.0,125000,1,0,0,0,0
5586,1198,0.0,79900,1,0,0,0,0
10320,759,576.0,85000,1,0,0,0,0
10320,1344,0.0,82375,0,1,0,0,0
10320,1469,216.0,135000,1,0,0,0,0
9488,1054,240.0,124000,1,0,0,0,0
8250,1211,322.0,134000,1,0,0,0,0
21286,1271,312.0,135000,1,0,0,0,0
17120,1588,680.0,134432,1,0,0,0,0
10106,1355,0.0,127500,0,1,0,0,0
11235,1075,440.0,148000,1,0,0,0,0
11200,1040,384.0,129500,1,0,0,0,0
13014,1096,484.0,157500,1,0,0,0,0
7162,904,408.0,109900,1,0,0,0,0
10265,992,294.0,145000,1,0,0,0,0
9764,894,450.0,130000,1,0,0,0,0
7703,1034,504.0,153000,1,0,0,0,0
9981,1073,270.0,120000,1,0,0,0,0
7400,1126,506.0,152000,1,0,0,0,0
12900,1258,400.0,108959,0,0,1,0,0
12900,1140,400.0,95541,0,1,0,0,0
9000,1006,0.0,80000,1,0,0,0,0
8544,1228,271.0,149350,1,0,0,0,0
9239,960,300.0,144900,1,0,0,0,0
14175,1188,621.0,185000,1,0,0,0,0
13284,1383,354.0,165000,1,0,0,0,0
13500,1252,564.0,235000,1,0,0,0,0
13825,1601,300.0,140000,1,0,0,0,0
10200,672,240.0,108000,1,0,0,0,0
10532,1721,626.0,145000,1,0,0,0,0
8375,1350,627.0,152400,1,0,0,0,0
10200,904,912.0,144000,1,0,0,0,0
2887,1291,431.0,173000,1,0,0,0,0
10005,2022,505.0,192000,1,0,0,0,0
20270,1524,478.0,245000,1,0,0,0,0
39104,1363,439.0,241500,1,0,0,0,0
53227,1663,529.0,256000,1,0,0,0,0
11512,1357,312.0,177000,1,0,0,0,0
5190,1079,249.0,125600,1,0,0,0,0
10452,1094,495.0,155000,1,0,0,0,0
45600,2358,360.0,240000,1,0,0,0,0
19550,1518,0.0,260000,1,0,0,0,0
21780,1674,396.0,185000,1,0,0,0,0
13728,2108,540.0,235000,1,0,0,0,0
9571,1509,322.0,159900,1,0,0,0,0
9350,864,0.0,99600,0,0,1,0,0
9360,1269,280.0,134500,1,0,0,0,0
8405,1367,384.0,119000,1,0,0,0,0
7000,1347,0.0,107500,0,1,0,0,0
10880,1164,240.0,125000,0,1,0,0,0
9600,1096,0.0,79000,1,0,0,0,0
9084,1111,200.0,95000,1,0,0,0,0
11839,2329,514.0,262280,1,0,0,0,0
9771,2814,614.0,260000,1,0,0,0,0
9938,1626,534.0,226500,1,0,0,0,0
14171,2200,453.0,225000,1,0,0,0,0
10541,2037,472.0,229000,1,0,0,0,0
10616,1356,484.0,177439,1,0,0,0,0
9345,1615,864.0,248500,1,0,0,0,0
11778,2276,1348.0,475000,1,0,0,0,0
11778,1766,874.0,395039,1,0,0,0,0
11228,2097,678.0,228000,1,0,0,0,0
11454,1511,811.0,225000,1,0,0,0,0
11500,1643,438.0,195000,1,0,0,0,0
12798,1688,603.0,200000,1,0,0,0,0
9750,990,528.0,155000,1,0,0,0,0
9525,1099,352.0,144000,1,0,0,0,0
9245,990,672.0,145000,1,0,0,0,0
8696,1418,558.0,226001,1,0,0,0,0
13142,1771,600.0,215700,1,0,0,0,0
8998,1652,532.0,207500,1,0,0,0,0
9179,1790,588.0,193000,1,0,0,0,0
8924,1724,527.0,188000,1,0,0,0,0
9382,1479,577.0,191000,1,0,0,0,0
12803,1494,530.0,221000,1,0,0,0,0
12435,1792,564.0,231500,1,0,0,0,0
12192,1823,626.0,235000,1,0,0,0,0
11250,1786,608.0,223500,1,0,0,0,0
9200,938,308.0,130250,1,0,0,0,0
8385,985,328.0,149900,1,0,0,0,0
12250,1174,528.0,158000,1,0,0,0,0
10970,1026,576.0,147000,1,0,0,0,0
9216,1076,576.0,143195,1,0,0,0,0
14330,1558,440.0,163000,1,0,0,0,0
7990,924,280.0,110000,1,0,0,0,0
7180,864,352.0,127000,1,0,0,0,0
7200,780,352.0,124900,1,0,0,0,0
9742,1795,534.0,230000,1,0,0,0,0
9473,2031,577.0,237000,1,0,0,0,0
10316,1865,839.0,235000,1,0,0,0,0
10400,2161,570.0,230500,1,0,0,0,0
9066,1852,660.0,230000,1,0,0,0,0
11404,2031,541.0,222500,1,0,0,0,0
9240,2263,905.0,287000,1,0,0,0,0
9720,1947,725.0,274000,1,0,0,0,0
14860,1786,715.0,300000,1,0,0,0,0
11250,2290,779.0,255900,1,0,0,0,0
8158,1768,543.0,224900,1,0,0,0,0
10905,2327,596.0,240000,1,0,0,0,0
7226,1640,595.0,183000,1,0,0,0,0
11690,1764,560.0,207000,1,0,0,0,0
8750,1908,493.0,210000,1,0,0,0,0
4435,848,420.0,136500,0,0,0,0,1
4426,848,420.0,145000,0,0,0,0,1
13125,1493,508.0,208900,1,0,0,0,0
10126,1838,721.0,185000,0,0,1,0,0
9135,1536,532.0,214000,1,0,0,0,0
8450,1710,548.0,208500,1,0,0,0,0
9750,1445,470.0,186500,1,0,0,0,0
8450,1436,484.0,210000,1,0,0,0,0
8320,1582,520.0,185900,1,0,0,0,0
11049,1234,484.0,179900,1,0,0,0,0
11058,1564,814.0,218836,1,0,0,0,0
9627,1361,610.0,193000,1,0,0,0,0
8199,1456,410.0,189000,1,0,0,0,0
4426,848,420.0,149300,0,0,0,0,1
4426,848,420.0,141000,0,0,0,0,1
4438,848,420.0,149000,0,0,0,0,1
4438,848,420.0,144500,0,0,0,0,1
8777,796,0.0,85000,1,0,0,0,0
8777,2200,0.0,145900,0,0,1,0,0
9825,1092,264.0,123000,1,0,0,0,0
9937,1256,276.0,147500,1,0,0,0,0
12102,1033,504.0,165000,1,0,0,0,0
6500,1127,480.0,135000,1,0,0,0,0
13907,996,0.0,108000,1,0,0,0,0
10012,1181,588.0,137500,1,0,0,0,0
6931,1656,397.0,165400,1,0,0,0,0
9638,1117,542.0,147000,1,0,0,0,0
7200,1398,440.0,160500,1,0,0,0,0
7024,1132,451.0,176000,1,0,0,0,0
47007,3820,624.0,284700,1,0,0,0,0
63887,5642,1418.0,160000,1,0,0,0,0
3675,1072,525.0,148000,0,0,0,0,1
6040,1152,0.0,82000,0,0,1,0,0
6012,1152,0.0,82000,0,0,1,0,0
12108,1440,0.0,118000,0,0,1,0,0
6845,1152,0.0,82500,0,0,1,0,0
6931,784,0.0,91900,0,1,0,0,0
12180,1053,0.0,120000,1,0,0,0,0
8050,1137,0.0,96000,1,0,0,0,0
9520,930,286.0,99000,1,0,0,0,0
11767,1200,240.0,130500,1,0,0,0,0
8172,1470,548.0,135000,1,0,0,0,0
16466,1393,300.0,135500,1,0,0,0,0
7692,1204,312.0,100000,1,0,0,0,0
5142,1292,205.0,108000,1,0,0,0,0
5604,864,0.0,98000,1,0,0,0,0
8248,864,0.0,67000,1,0,0,0,0
5687,1716,0.0,135900,0,1,0,0,0
12155,1482,400.0,140000,1,0,0,0,0
8400,2192,240.0,179500,1,0,0,0,0
8400,1694,576.0,136500,1,0,0,0,0
7290,1424,312.0,168000,1,0,0,0,0
8525,1964,0.0,130000,1,0,0,0,0
9842,2601,621.0,189000,1,0,0,0,0
7804,1920,480.0,161900,0,0,1,0,0
8969,1316,369.0,145000,1,0,0,0,0
11526,2555,672.0,191000,1,0,0,0,0
15576,1680,308.0,177000,1,0,0,0,0
15564,1264,400.0,147500,1,0,0,0,0
6292,790,160.0,91000,1,0,0,0,0
7609,1512,180.0,231000,1,0,0,0,0
10480,1639,240.0,115000,1,0,0,0,0
9650,1603,599.0,138000,1,0,0,0,0
7200,1502,270.0,149000,1,0,0,0,0
11988,1660,240.0,188700,1,0,0,0,0
11700,1938,240.0,198000,1,0,0,0,0
9260,1374,225.0,110000,1,0,0,0,0
7801,1091,344.0,104000,1,0,0,0,0
9670,1873,786.0,257076,1,0,0,0,0
14100,3447,1014.0,381000,1,0,0,0,0
15660,1954,431.0,311500,1,0,0,0,0
12392,2161,506.0,263400,1,0,0,0,0
26073,1898,484.0,236500,1,0,0,0,0
14778,1640,924.0,224000,1,0,0,0,0
1879,1032,462.0,116500,0,0,0,1,0
1950,1556,452.0,151000,0,0,0,1,0
7000,919,195.0,126000,1,0,0,0,0
6000,1090,240.0,120000,1,0,0,0,0
3636,796,0.0,55000,1,0,0,0,0
5890,816,432.0,120500,1,0,0,0,0
6900,778,924.0,120500,1,0,0,0,0
8155,1200,0.0,119000,1,0,0,0,0
6000,1656,288.0,126000,1,0,0,0,0
7392,912,360.0,99500,1,0,0,0,0
9000,1955,356.0,165500,1,0,0,0,0
14584,733,487.0,13100,1,0,0,0,0
5280,1361,185.0,89000,1,0,0,0,0
8500,1317,250.0,40000,1,0,0,0,0
5150,1049,195.0,80900,1,0,0,0,0
18000,894,1248.0,81000,1,0,0,0,0
9000,864,216.0,65000,1,0,0,0,0
5587,1652,482.0,392500,0,0,0,0,1
3843,1648,525.0,294464,0,0,0,0,1
3811,1646,482.0,250000,0,0,0,0,1
3842,1646,482.0,275000,0,0,0,0,1
23730,2032,786.0,300000,1,0,0,0,0
13265,1689,857.0,271000,1,0,0,0,0
11050,1820,816.0,213000,1,0,0,0,0
9880,1118,358.0,171000,1,0,0,0,0
10125,1279,473.0,171500,1,0,0,0,0
10260,1872,484.0,100000,0,0,1,0,0
9990,1689,432.0,228500,1,0,0,0,0
164660,1786,529.0,228950,0,1,0,0,0
4084,1501,512.0,241500,0,0,0,0,1
15498,2898,665.0,287000,1,0,0,0,0
11563,1537,788.0,294000,1,0,0,0,0
9520,1646,800.0,293077,1,0,0,0,0
12852,1780,612.0,264966,1,0,0,0,0
9802,1442,400.0,172500,1,0,0,0,0
9735,1394,400.0,167500,1,0,0,0,0
12018,1612,666.0,218689,1,0,0,0,0
12890,1495,438.0,150000,1,0,0,0,0
12416,1651,616.0,184000,1,0,0,0,0
18265,1256,578.0,180000,1,0,0,0,0
10200,1509,600.0,175000,1,0,0,0,0
11202,1440,467.0,232500,1,0,0,0,0
7915,1675,435.0,195000,1,0,0,0,0
12244,2262,749.0,305000,1,0,0,0,0
11449,1728,520.0,298751,1,0,0,0,0
11447,1964,892.0,370000,1,0,0,0,0
8940,1344,784.0,209200,0,0,1,0,0
7060,1344,784.0,206300,0,0,1,0,0
9278,1092,0.0,146000,1,0,0,0,0
4500,1189,392.0,160500,0,0,0,0,1
14137,1200,850.0,173000,1,0,0,0,0
4224,1040,499.0,124000,0,0,0,0,1
2665,1304,336.0,115000,0,0,0,0,1
2665,1475,336.0,129500,0,0,0,0,1
1974,988,297.0,105000,0,0,0,1,0
1596,988,297.0,94900,0,0,0,1,0
17979,1160,257.0,152500,1,0,0,0,0
1477,1092,0.0,98000,0,0,0,1,0
1890,630,0.0,81000,0,0,0,1,0
21750,988,520.0,113000,1,0,0,0,0
6490,816,264.0,128500,1,0,0,0,0
6951,923,264.0,119500,1,0,0,0,0
6600,816,264.0,130500,1,0,0,0,0
6600,816,816.0,138000,1,0,0,0,0
6600,845,264.0,134500,1,0,0,0,0
12508,1750,423.0,160000,1,0,0,0,0
12395,889,484.0,137500,1,0,0,0,0
11075,1968,530.0,172000,1,0,0,0,0
56600,1836,288.0,103000,1,0,0,0,0
10667,1587,525.0,167300,1,0,0,0,0
10628,1277,526.0,167000,1,0,0,0,0
13651,2223,516.0,244000,1,0,0,0,0
15865,2217,621.0,268000,1,0,0,0,0
12394,1733,433.0,225000,1,0,0,0,0
10364,1572,373.0,168000,1,0,0,0,0
13869,1470,388.0,177000,1,0,0,0,0
8773,1600,460.0,169000,1,0,0,0,0
8872,1384,390.0,161500,1,0,0,0,0
5330,1652,499.0,251000,0,0,0,0,1
10147,1694,398.0,160000,1,0,0,0,0
8637,1714,451.0,180000,1,0,0,0,0
7875,1553,420.0,178750,1,0,0,0,0
7875,1253,402.0,176000,1,0,0,0,0
7500,2299,482.0,204000,1,0,0,0,0
9556,1187,420.0,160000,1,0,0,0,0
10784,1472,402.0,160000,1,0,0,0,0
9125,1482,392.0,163900,1,0,0,0,0
7655,1642,392.0,168000,1,0,0,0,0
18160,1128,480.0,154204,1,0,0,0,0
3696,1088,461.0,170000,0,0,0,0,1
5062,2090,577.0,207500,0,0,0,0,1
4740,1179,480.0,182000,0,0,0,0,1
5118,1321,484.0,212000,0,0,0,0,1
14157,1922,676.0,377426,1,0,0,0,0
12328,2541,729.0,349265,1,0,0,0,0
51974,2338,1110.0,591587,1,0,0,0,0
41600,1424,828.0,155000,0,1,0,0,0
8035,1612,556.0,319900,0,0,0,0,1
8089,1419,567.0,392000,1,0,0,0,0
14082,2234,724.0,441929,1,0,0,0,0
13870,2042,724.0,455000,1,0,0,0,0
12546,1440,467.0,182900,1,0,0,0,0
10960,1284,480.0,174000,1,0,0,0,0
12090,1868,477.0,178000,1,0,0,0,0
12090,1479,484.0,176000,1,0,0,0,0
12299,1664,663.0,213000,1,0,0,0,0
11339,1930,481.0,192000,1,0,0,0,0
11952,1969,534.0,190000,1,0,0,0,0
12046,2030,551.0,195000,1,0,0,0,0
10395,1032,564.0,148000,1,0,0,0,0
11850,1177,495.0,151500,1,0,0,0,0
11584,1725,550.0,197000,1,0,0,0,0
10400,1353,478.0,192350,1,0,0,0,0
10793,1620,462.0,152000,1,0,0,0,0
13001,1220,944.0,170000,1,0,0,0,0
12243,1484,487.0,175000,1,0,0,0,0
11700,1743,539.0,175000,1,0,0,0,0
12384,1935,550.0,197900,1,0,0,0,0
8991,1324,585.0,174000,1,0,0,0,0
8000,1877,488.0,178900,1,0,0,0,0
10500,1109,288.0,139000,1,0,0,0,0
10530,981,576.0,143250,1,0,0,0,0
7472,1479,484.0,184000,1,0,0,0,0
9457,1422,576.0,155000,1,0,0,0,0
7920,914,368.0,133000,1,0,0,0,0
9758,950,280.0,119500,1,0,0,0,0
8294,872,480.0,123000,1,0,0,0,0
7340,858,684.0,110000,1,0,0,0,0
17199,914,270.0,128000,1,0,0,0,0
9000,864,528.0,120500,1,0,0,0,0
4058,767,367.0,133000,0,0,0,0,1
4113,1337,511.0,155000,0,0,0,0,1
10943,1337,522.0,177000,0,0,0,0,1
2205,1092,264.0,113500,0,0,0,1,0
1890,1218,264.0,113000,0,0,0,1,0
2058,1218,264.0,113700,0,0,0,1,0
2016,1302,440.0,106000,0,0,0,0,1
1920,1365,440.0,122500,0,0,0,0,1
4928,958,440.0,128000,0,0,0,0,1
2308,1548,440.0,155000,0,0,0,0,1
2304,1055,319.0,142500,0,0,0,1,0
7150,988,360.0,129250,1,0,0,0,0
12469,1816,730.0,356000,1,0,0,0,0
11694,1828,774.0,314813,1,0,0,0,0
12030,1694,818.0,318000,1,0,0,0,0
11825,1694,856.0,322400,1,0,0,0,0
12085,1734,928.0,318000,1,0,0,0,0
14333,2122,938.0,345474,1,0,0,0,0
14450,2121,732.0,415298,1,0,0,0,0
13641,2656,1040.0,492000,1,0,0,0,0
13440,2550,670.0,338931,1,0,0,0,0
15431,2046,878.0,450000,1,0,0,0,0
14154,2172,947.0,280000,1,0,0,0,0
13891,2552,932.0,479069,1,0,0,0,0
14226,1973,895.0,395000,1,0,0,0,0
13693,2643,694.0,380000,1,0,0,0,0
11428,1634,866.0,250000,1,0,0,0,0
14977,1976,908.0,440000,1,0,0,0,0
13654,2758,814.0,418000,1,0,0,0,0
17169,2290,1174.0,500067,1,0,0,0,0
16659,2152,728.0,260116,1,0,0,0,0
9591,2473,852.0,317000,1,0,0,0,0
9709,2100,786.0,319500,1,0,0,0,0
10562,2161,789.0,325624,1,0,0,0,0
13615,1802,843.0,372000,1,0,0,0,0
13069,2956,916.0,342000,1,0,0,0,0
12099,2468,872.0,354000,1,0,0,0,0
14277,2385,818.0,350000,1,0,0,0,0
11999,2374,656.0,285000,1,0,0,0,0
12568,1818,774.0,281500,1,0,0,0,0
9926,1614,878.0,245700,1,0,0,0,0
9254,1721,554.0,232698,1,0,0,0,0
10732,1828,876.0,250000,1,0,0,0,0
7577,1362,460.0,194700,0,0,0,0,1
3901,1302,631.0,204000,0,0,0,1,0
3903,1302,631.0,200000,0,0,0,1,0
6289,1362,460.0,207000,0,0,0,0,1
4590,1554,627.0,209500,0,0,0,1,0
4590,1554,627.0,209500,0,0,0,1,0
6442,1370,484.0,202500,0,0,0,0,1
7841,1577,564.0,280000,0,0,0,0,1
7313,1561,556.0,277500,0,0,0,0,1
7820,1869,617.0,318061,0,0,0,0,1
6240,1324,550.0,221370,0,0,0,0,1
3242,1405,478.0,200000,0,0,0,0,1
15810,1496,572.0,181755,1,0,0,0,0
10237,1536,400.0,176000,1,0,0,0,0
10237,1484,393.0,178900,1,0,0,0,0
13204,1458,454.0,168165,1,0,0,0,0
8857,1495,440.0,171925,1,0,0,0,0
9729,1746,350.0,198444,1,0,0,0,0
12216,1326,388.0,203000,1,0,0,0,0
9018,1456,400.0,179540,1,0,0,0,0
8993,1302,436.0,176485,1,0,0,0,0
8899,1340,396.0,181134,1,0,0,0,0
8499,1412,432.0,156932,1,0,0,0,0
8229,1504,440.0,166000,1,0,0,0,0
7713,1456,400.0,177594,1,0,0,0,0
7697,1258,462.0,173500,1,0,0,0,0
3922,1258,648.0,172500,0,0,0,0,1
3922,1402,648.0,194201,0,0,0,0,1
3621,1589,630.0,226500,0,0,0,0,1
3710,1266,388.0,185485,1,0,0,0,0
14572,1530,630.0,259000,1,0,0,0,0
16219,1119,437.0,188500,1,0,0,0,0
11084,1374,400.0,175000,1,0,0,0,0
11796,1959,434.0,215000,1,0,0,0,0
10936,1525,534.0,206580,1,0,0,0,0
8244,1720,440.0,183500,1,0,0,0,0
11950,1394,400.0,165500,1,0,0,0,0
7875,1948,434.0,211000,1,0,0,0,0
8063,1690,463.0,181000,1,0,0,0,0
8740,1995,435.0,219500,1,0,0,0,0
7917,1647,460.0,175000,1,0,0,0,0
9967,1430,400.0,170000,1,0,0,0,0
7750,1320,400.0,162000,1,0,0,0,0
9487,1690,442.0,187000,1,0,0,0,0
9649,1644,460.0,185000,1,0,0,0,0
15623,4476,813.0,745000,1,0,0,0,0
12191,2551,925.0,384500,1,0,0,0,0
11000,2285,648.0,248000,1,0,0,0,0
11400,2633,804.0,466500,1,0,0,0,0
10557,3078,806.0,410000,1,0,0,0,0
11002,2582,758.0,322500,1,0,0,0,0
10790,2385,600.0,252000,1,0,0,0,0
21535,4316,832.0,755000,1,0,0,0,0
9920,2013,455.0,269790,1,0,0,0,0
11787,2398,834.0,315750,1,0,0,0,0
9950,2520,721.0,290000,1,0,0,0,0
12257,2531,752.0,290000,1,0,0,0,0
12692,3228,546.0,430000,1,0,0,0,0
11762,2202,517.0,263000,1,0,0,0,0
9044,2538,933.0,330000,1,0,0,0,0
9910,1369,605.0,213133,1,0,0,0,0
11830,1542,852.0,260261,1,0,0,0,0
11670,1905,788.0,320000,1,0,0,0,0
15256,1464,754.0,282922,1,0,0,0,0
10612,1534,484.0,215000,1,0,0,0,0
12291,1966,1092.0,419005,1,0,0,0,0
13501,1636,865.0,255000,1,0,0,0,0
9986,1795,895.0,147000,1,0,0,0,0
9965,1528,480.0,235876,1,0,0,0,0
9416,1726,786.0,311872,1,0,0,0,0
9849,1689,954.0,248328,1,0,0,0,0
10000,1588,825.0,227000,1,0,0,0,0
8847,1538,484.0,260000,1,0,0,0,0
9158,1496,474.0,225000,1,0,0,0,0
8251,1506,672.0,249000,1,0,0,0,0
10084,1694,636.0,307000,1,0,0,0,0
9605,1977,574.0,250000,1,0,0,0,0
8778,1830,859.0,221300,1,0,0,0,0
8640,1338,598.0,208900,1,0,0,0,0
9000,1335,575.0,210400,1,0,0,0,0
8640,1792,590.0,255000,1,0,0,0,0
10411,1588,561.0,212109,1,0,0,0,0
9000,1959,1025.0,270000,1,0,0,0,0
9000,2610,550.0,303477,1,0,0,0,0
12217,1880,880.0,310013,1,0,0,0,0
11096,1656,826.0,249700,1,0,0,0,0
10207,1761,578.0,227875,1,0,0,0,0
10440,1584,594.0,261329,1,0,0,0,0
11824,1685,658.0,253000,1,0,0,0,0
10625,2443,744.0,265000,1,0,0,0,0
11143,2466,610.0,340000,1,0,0,0,0
7500,1100,0.0,146000,1,0,0,0,0
7500,1143,0.0,147000,1,0,0,0,0
12450,1094,576.0,149000,1,0,0,0,0
7441,1486,566.0,181000,1,0,0,0,0
8462,1721,471.0,201000,1,0,0,0,0
11613,1820,492.0,191750,1,0,0,0,0
8450,1349,539.0,179000,1,0,0,0,0
16196,1494,514.0,215000,1,0,0,0,0
8012,1575,529.0,179200,0,0,0,0,1
8012,1266,283.0,128000,0,0,0,0,1
9180,884,504.0,144000,1,0,0,0,0
8400,2020,630.0,144000,0,0,1,0,0
6285,894,308.0,120750,1,0,0,0,0
8480,970,624.0,132500,1,0,0,0,0
7420,1057,576.0,132000,1,0,0,0,0
7758,999,264.0,132500,1,0,0,0,0
6970,1120,544.0,129000,1,0,0,0,0
13673,1696,349.0,143900,1,0,0,0,0
